Table,Variable,Position,Units,Variable type,Variable Description / Question Text,2017 Table,2017 Variable,2011 Table,2011 Variable
Testing_Ductleakage.csv,Leakage_Ext_Test_Type,27,,Single Choice selection,Test Type,,,,
Testing_Ductleakage.csv,Leakage_Ext_Blaster_Location,28,,text,Duct Blaster Location,,,,
Testing_Trueflow.csv,CK_SiteID,1,,ID,Site ID,Mechanical_Trueflow.csv,CK_SiteID,SFducttesting_dbase,siteid
Testing_Trueflow.csv,HVAC_System_Mode,2,,Single Choice selection,HVAC operating mode,Mechanical_Trueflow.csv,HVAC System Mode,,
Testing_Trueflow.csv,TrueFlow_Plate_Location,3,,Single Choice selection,Where was the flow measurement completed?,Mechanical_Trueflow.csv,TrueFlow Plate Location,,
Testing_Trueflow.csv,Trueflow_Location_Other,4,,long_text,Other SPECIFY:,Mechanical_Trueflow.csv,,,
Testing_Trueflow.csv,System_Airflow,5,CFM,text,CFM,Mechanical_Trueflow.csv,System Airflow (CFM),SFducttesting_dbase,TrueFlow_CorrectedFlow_Calculated
Testing_Trueflow.csv,TrueFlow_SOP,6,,decimal,TFSOP (PA) - supply pressure with TrueFlow plate in place,Mechanical_Trueflow.csv,TrueFlow SOP,SFducttesting_dbase,TrueFlow_Static_SupplyPressure
Testing_Trueflow.csv,NSOP,7,PA,decimal,NSOP (PA) – supply pressure with filter in place,Mechanical_Trueflow.csv,NSOP,,
Testing_Trueflow.csv,Trueflow_Return_Pressure,8,PA,decimal,Return Pressure (PA),Mechanical_Trueflow.csv,Secondary Pressure,SFducttesting_dbase,TrueFlow_Static_ReturnPressure
Testing_Trueflow.csv,Trueflow_Return_Pressure_Loc,9,,Single Choice selection,Where was return pressure taken?,Mechanical_Trueflow.csv,Secondary Probe Location,,
Testing_Trueflow.csv,Trueflow_Duct_Length,10,Feet,decimal,Estimate the duct length between the register and the fan (feet),Mechanical_Trueflow.csv,,,
Testing_Trueflow.csv,Trueflow_Duct_Leakage,11,,Single Choice selection,Describe the level of duct leakage,Mechanical_Trueflow.csv,,,
Testing_Trueflow.csv,Filter_Condition,12,,Single Choice selection,Furnace Filter Condition,Mechanical_Trueflow.csv,,,
Usage_One_Line.csv,CK_SiteID,1,,ID,Site ID,,,,
Usage_One_Line.csv,Building_Type,2,,Single Choice selection,Building Type,,,,
Usage_One_Line.csv,Building_Category,3,,Single Choice selection,Building Category,,,,
Usage_One_Line.csv,City,4,,text,Site City,,,,
Usage_One_Line.csv,County,5,,Single Choice selection,County,,,,
Usage_One_Line.csv,State,6,,Single Choice selection,State,,,,
Usage_One_Line.csv,Zip,7,,text,Zip Code,,,,
Usage_One_Line.csv,Region_SF_StrataVar,8,,Single Choice selection,BPA Subregion,,,,
Usage_One_Line.csv,Attached_Detached_SF_StrataVar,9,,Single Choice selection,Single-family weighting variable: attached or detached,,,,
Usage_One_Line.csv,BPA_SF_StrataVar,10,,Single Choice selection,Single-family weighting variable: BPA electric utility,,,,
Usage_One_Line.csv,Sample_SF_StrataVar,11,,Single Choice selection,Single-family weighting variable: Core or Oversample,,,,
Usage_One_Line.csv,NWN_SF_StrataVar,12,,Single Choice selection,Single-family weighting variable: Northwest Natural Gas Service,,,,
Usage_One_Line.csv,Height_Class_MF_StrataVar,13,,Single Choice selection,Multi-family weighting variable: building height class,,,,
Usage_One_Line.csv,Strata_Territory,14,,Single Choice selection,Strata Name,,,,
Usage_One_Line.csv,Site_Case_Weight,15,,decimal,Site weight,,,,
Usage_One_Line.csv,Strata_Population_Estimate,16,,decimal,Estimate of the strata's population,,,,
Usage_One_Line.csv,Electric_Utility,17,,Single Choice selection,Electric Utility,,,,
Usage_One_Line.csv,EIA_Electric_Utility_ID,18,,ID,Electric Utility ID,,,,
Usage_One_Line.csv,Electric_Utility_BPA,19,,Single Choice selection,BPA utility flag,,,,
Usage_One_Line.csv,Gas_Utility,20,,Single Choice selection,Gas Utility,,,,
Usage_One_Line.csv,Conditioned_Area,21,Sq ft,decimal,Conditioned Area of home,,,,
Usage_One_Line.csv,Conditioned_Volume,22,Cu ft,decimal,Home volume,,,,
Usage_One_Line.csv,Qty_Rooms,23,,integer,Number of rooms,,,,
Usage_One_Line.csv,Qty_Bedrooms,24,,integer,Number of bedrooms,,,,
Usage_One_Line.csv,Qty_Bathrooms,25,,decimal,Number of bathrooms,,,,
Usage_One_Line.csv,Cooling_Zone,26,,integer,Cooling Zone (based on RTF cooling zone assignments),,,,
Usage_One_Line.csv,Heating_Zone,27,,integer,Heating Zone (based on RTF heating zone assignments),,,,
Usage_One_Line.csv,Home_Vintage,28,,integer,Home vintage,,,,
Usage_One_Line.csv,Ownership,29,,Single Choice selection,Do You Rent or Own this home?,,,,
Usage_One_Line.csv,Qty_Occupants,30,,integer,Number of occupants,,,,
Usage_One_Line.csv,Annual Wood Cord Usage (kBtu),31,,decimal,"Annual Wood Cord Usage (kBtu), self reported by participant and converted to kBtu",,,,
Usage_One_Line.csv,Annual Wood Pellet Usage (kBtu),32,,decimal,"Annual Wood Pellet Usage (kBtu), self reported by participant and converted to kBtu",,,,
Usage_One_Line.csv,Annual Propane Usage (kBtu),33,,decimal,"Annual Propane Usage (kBtu), self reported by participant and converted to kBtu",,,,
Usage_One_Line.csv,Annual Oil Usage (kBtu),34,,decimal,"Annual Oil Usage (kBtu), self reported by participant and converted to kBtu",,,,
Usage_One_Line.csv,Total Delivered Fuel (kBtu),35,,decimal,"Annual Total Delivered Fuels (kBtu) -- the sum of oil, propane, wood cord, and wood pellet usage in kBtu",,,,
Usage_One_Line.csv,Solar Panels Present,36,,Single Choice selection,Solar Panels Present,,,,
Usage_One_Line.csv,Annual Electric Usage (kWh),37,,decimal,"Annual Electric Usage (kWh), normalized using TMYx weather data (see RBSA 2022 Methods Report for more details)",,,,
Usage_One_Line.csv,Annual Electric Usage (kBtu),38,,decimal,"Annual Electric Usage (kBtu), normalized using TMYx weather data (see RBSA 2022 Methods Report for more details)",,,,
Usage_One_Line.csv,Annual Electric Usage for Heating (kWh),39,,decimal,"Modeled Electric Usage (kWh) for heating, normalized using TMYx weather data (see RBSA 2022 Methods Report for more details)",,,,
Usage_One_Line.csv,Annual Electric Usage for Heating (kBtu),40,,decimal,"Modeled Electric Usage (kBtu) for heating, normalized using TMYx weather data (see RBSA 2022 Methods Report for more details)",,,,
Usage_One_Line.csv,Annual Gas Usage (Therms),41,,decimal,"Annual Gas Usage (Therms), normalized using TMYx weather data (see RBSA 2022 Methods Report for more details)",,,,
Usage_One_Line.csv,Annual Gas Usage (kBtu),42,,decimal,"Annual Gas Usage (kBtu), normalized using TMYx weather data (see RBSA 2022 Methods Report for more details)",,,,
Usage_One_Line.csv,Annual Gas Usage for Heating (therms),43,,decimal,"Modeled Gas Usage (therms) for heating, normalized using TMYx weather data (see RBSA 2022 Methods Report for more details)",,,,
Usage_One_Line.csv,Annual Gas Usage for Heating (kBtu),44,,decimal,"Modeled Gas Usage (kBtu) for heating, normalized using TMYx weather data (see RBSA 2022 Methods Report for more details)",,,,
Usage_One_Line.csv,Annual Usage Total (kBtu),45,,decimal,Annual Usage Total (kBtu),,,,
Usage_One_Line.csv,Annual Usage Total for Heating (kBtu) Gas and Elec ONLY,46,,decimal,Annual Usage Total for Heating (kBtu) Gas and Elec ONLY,,,,
Usage_One_Line.csv,January Electric Usage Normalized (kWh),47,,decimal,"January Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,February Electric Usage Normalized (kWh),48,,decimal,"February Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,March Electric Usage Normalized (kWh),49,,decimal,"March Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,April Electric Usage Normalized (kWh),50,,decimal,"April Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,May Electric Usage Normalized (kWh),51,,decimal,"May Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,June Electric Usage Normalized (kWh),52,,decimal,"June Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,July Electric Usage Normalized (kWh),53,,decimal,"July Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,August Electric Usage Normalized (kWh),54,,decimal,"August Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,September Electric Usage Normalized (kWh),55,,decimal,"September Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,October Electric Usage Normalized (kWh),56,,decimal,"October Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,November Electric Usage Normalized (kWh),57,,decimal,"November Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,December Electric Usage Normalized (kWh),58,,decimal,"December Electric Usage Normalized (kWh), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,January Natural Gas Usage Normalized (therms),59,,decimal,"January Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,February Natural Gas Usage Normalized (therms),60,,decimal,"February Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,March Natural Gas Usage Normalized (therms),61,,decimal,"March Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,April Natural Gas Usage Normalized (therms),62,,decimal,"April Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,May Natural Gas Usage Normalized (therms),63,,decimal,"May Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,June Natural Gas Usage Normalized (therms),64,,decimal,"June Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,July Natural Gas Usage Normalized (therms),65,,decimal,"July Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,August Natural Gas Usage Normalized (therms),66,,decimal,"August Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,September Natural Gas Usage Normalized (therms),67,,decimal,"September Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,October Natural Gas Usage Normalized (therms),68,,decimal,"October Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,November Natural Gas Usage Normalized (therms),69,,decimal,"November Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,December Natural Gas Usage Normalized (therms),70,,decimal,"December Natural Gas Usage Normalized (therms), calendarized to the month (no weather normalization)",,,,
Usage_One_Line.csv,Home has Gas and Elec ONLY,71,,Single Choice selection,Home has Gas and Elec ONLY,,,,
Usage_One_Line.csv,January Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,72,,decimal,"January Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage)",,,,
Usage_One_Line.csv,February Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,73,,decimal,"February Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,March Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,74,,decimal,"March Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,April Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,75,,decimal,"April Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,May Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,76,,decimal,"May Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,June Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,77,,decimal,"June Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,July Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,78,,decimal,"July Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,August Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,79,,decimal,"August Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,September Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,80,,decimal,"September Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,October Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,81,,decimal,"October Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,November Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,82,,decimal,"November Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,December Combined Usage Normalized (kBtu) for Homes with Gas and Elec ONLY,83,,decimal,"December Combined Usage Normalized (BTU) for Homes with Gas and Elec ONLY (combining monthly calendarized electric and natural gas usage, for homes with only electric and natural gas usage",,,,
Usage_One_Line.csv,January Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,84,,decimal,January Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,February Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,85,,decimal,February Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,March Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,86,,decimal,March Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,April Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,87,,decimal,April Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,May Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,88,,decimal,May Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,June Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,89,,decimal,June Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,July Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,90,,decimal,July Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,August Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,91,,decimal,August Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,September Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,92,,decimal,September Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,October Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,93,,decimal,October Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,November Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,94,,decimal,November Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
Usage_One_Line.csv,December Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY,95,,decimal,December Energy Use Intensity (EUI) for Homes with Gas and Elec ONLY (monthly BTU divided by home square footage),,,,
UtilMeters.csv,CK_SiteID,1,,ID,Site ID,,,,
